line_length_cv,char_entropy,leading_whitespace_ratio,tab_density,sentence_punctuation_rate,paragraph_break_rate,alpha_ratio,line_uniqueness,short_line_ratio,symbol_ratio,delimiter_consistency,json_brace_depth,key_value_ratio,xml_tag_ratio,log_line_ratio,comment_ratio,numeric_field_ratio,repetitive_structure_score,category,sub_type,line_count
1.0084,5.4555,0.3177,0.1111,0.0627,0.0195,0.8706,0.4688,0.171,0.0,0.0048,0.0141,0.3735,0.1527,0.0,0.3579,0.1347,0.1344,code,shell_with_comments,93
0.6241,5.4943,0.3466,0.0,0.0129,0.0,0.8907,0.7439,0.2465,0.1914,0.0634,0.0,0.6024,0.0,0.0041,0.043,0.0951,0.3311,code,shell_with_comments,89
0.541,5.5219,0.1179,0.0,0.0,0.0,0.8672,0.803,0.1963,0.0,0.0,0.0364,0.5161,0.0621,0.0,0.4046,0.0,0.2187,code,shell_with_comments,92
0.807,5.577,0.4336,0.0,0.0,0.2788,0.7266,1.0077,0.2108,0.0,0.0728,0.0408,0.6808,0.0276,0.0,0.4085,0.0322,0.4582,code,shell_with_comments,95
0.934,5.4054,0.3689,0.0596,0.0,0.2213,0.4584,0.8559,0.1696,0.1416,0.0262,0.1476,0.4565,0.1331,0.0,0.3774,0.086,0.3609,code,shell_with_comments,107
0.6649,5.6544,0.3245,0.1412,0.0,0.0869,0.7177,0.6249,0.1377,0.1322,0.0,0.1909,0.3787,0.0,0.0688,0.3971,0.0,0.4239,code,shell_with_comments,70
0.7538,5.3664,0.443,0.0475,0.0,0.1381,0.6651,0.6776,0.3399,0.0,0.0,0.274,0.5096,0.1201,0.0816,0.29,0.0,0.3976,code,shell_with_comments,80
0.699,5.492,0.3147,0.0,0.0,0.2632,0.7998,0.7706,0.3223,0.1943,0.0,0.0,0.5719,0.0,0.1019,0.3171,0.2363,0.4376,code,shell_with_comments,67
0.8998,5.4359,0.5792,0.0,0.0,0.1569,0.5446,0.6132,0.3015,0.0804,0.0,0.0,0.3103,0.0,0.0,0.3231,0.1817,0.1475,code,shell_with_comments,92
0.5741,5.4006,0.1894,0.0293,0.0,0.0948,0.8164,0.7225,0.1613,0.0,0.1448,0.0,0.3404,0.0579,0.0,0.3352,0.0,0.3292,code,shell_with_comments,86
0.6792,5.5583,0.179,0.0,0.0,0.1471,0.6623,0.856,0.2834,0.3544,0.0,0.0,0.537,0.0866,0.0021,0.2689,0.0,0.1841,code,shell_with_comments,93
0.9734,5.5295,0.4356,0.0,0.0,0.1832,0.5925,0.7868,0.0,0.0,0.0,0.0617,0.4319,0.1544,0.0,0.1634,0.0,0.2322,code,shell_with_comments,109
0.6175,5.2994,0.0867,0.0,0.0079,0.2216,0.7412,0.9967,0.4323,0.0,0.0791,0.0,0.1266,0.0566,0.0575,0.0272,0.0,0.2023,code,sql,26
0.6572,5.2671,0.4936,0.0,0.0753,0.243,0.7668,0.8487,0.2098,0.0994,0.0123,0.0,0.1355,0.0,0.1416,0.2668,0.0,0.1715,code,sql,26
0.6947,5.3798,0.1004,0.4053,0.0069,0.0,0.7084,0.9771,0.2263,0.0781,0.0284,0.0,0.2539,0.0355,0.1735,0.0,0.0,0.0408,code,sql,26
0.6879,5.3114,0.3545,0.0,0.0,0.1599,0.8579,1.0047,0.0021,0.0,0.0,0.0,0.2996,0.2521,0.0,0.0,0.0057,0.3286,code,sql,24
0.5616,5.346,0.2762,0.0,0.1192,0.1265,0.7986,0.8578,0.238,0.1875,0.0823,0.0,0.1866,0.1453,0.1805,0.0,0.141,0.3339,code,sql,29
0.7276,5.3628,0.1788,0.0532,0.0236,0.1642,0.8928,0.9707,0.0437,0.1277,0.0,0.0,0.1465,0.0285,0.0,0.0,0.0,0.2437,code,sql,22
0.6138,5.1493,0.1556,0.1848,0.1617,0.1645,0.9424,0.9208,0.0,0.0028,0.0,0.0,0.1835,0.2154,0.0,0.0648,0.0,0.0,code,sql,26
0.6645,5.2233,0.3077,0.317,0.0,0.0,0.852,1.0523,0.2492,0.2455,0.0,0.0222,0.1938,0.0,0.0559,0.0,0.0,0.339,code,sql,22
0.6868,5.411,0.3746,0.0,0.0,0.2375,0.7116,0.872,0.0038,0.2163,0.0,0.0758,0.1195,0.109,0.1073,0.0482,0.0,0.3634,code,sql,27
0.7641,5.1324,0.3327,0.0,0.0,0.134,0.8435,0.8274,0.1767,0.0,0.1886,0.0,0.1243,0.0635,0.0,0.1924,0.0,0.3565,code,sql,28
0.5726,5.1792,0.25,0.0,0.1024,0.2869,0.9183,0.9769,0.0646,0.0,0.0382,0.1613,0.1231,0.1066,0.0722,0.2677,0.0,0.1988,code,sql_with_comments,64
0.762,5.2852,0.3708,0.0146,0.0858,0.0285,0.8425,0.9643,0.0373,0.1061,0.0935,0.0109,0.0304,0.1021,0.0858,0.2265,0.0418,0.2764,code,sql_with_comments,63
0.8149,5.2658,0.2512,0.0689,0.0,0.1011,1.0037,0.828,0.0903,0.1144,0.0,0.037,0.2196,0.0,0.0094,0.4729,0.453,0.2507,code,sql_with_comments,59
0.4866,5.1404,0.1432,0.2701,0.0,0.0,0.8996,0.9984,0.1207,0.0643,0.0963,0.1929,0.0848,0.2093,0.0,0.5015,0.0,0.0,code,sql_with_comments,61
0.7172,5.3934,0.0196,0.1498,0.0716,0.0994,0.8696,0.8238,0.125,0.1377,0.1565,0.087,0.2607,0.358,0.0316,0.3019,0.0,0.267,code,sql_with_comments,71
0.5878,5.1036,0.2995,0.0,0.0,0.0,0.8038,0.9427,0.2194,0.0,0.1156,0.0,0.0061,0.0,0.0568,0.1815,0.0857,0.0,code,sql_with_comments,64
0.6716,5.2424,0.4275,0.0911,0.1615,0.0346,0.8757,0.9452,0.0581,0.0384,0.066,0.1558,0.0131,0.0,0.0,0.1723,0.09,0.2343,code,sql_with_comments,73
0.5564,5.621,0.4142,0.0201,0.0,0.2149,0.9731,1.0064,0.1985,0.2541,0.0,0.2223,0.1039,0.0931,0.1604,0.1898,0.0,0.0722,code,sql_with_comments,58
0.6135,5.3,0.1627,0.083,0.1718,0.222,0.9489,0.8297,0.2821,0.1428,0.0,0.0,0.0413,0.0,0.1098,0.2339,0.0,0.206,code,sql_with_comments,67
0.7901,5.2135,0.3214,0.0,0.0322,0.1784,0.7909,0.685,0.1384,0.1308,0.0,0.0,0.0772,0.0,0.0,0.1341,0.0749,0.258,code,sql_with_comments,58
0.63,5.156,0.2999,0.0,0.0721,0.0884,0.9917,0.7909,0.0,0.0,0.0688,0.1064,0.3066,0.0225,0.0,0.3956,0.0661,0.4491,code,sql_with_comments,65
0.864,5.1289,0.5393,0.0,0.0,0.0,0.7908,0.7375,0.067,0.0,0.0977,0.0,0.1654,0.0,0.1683,0.0812,0.0,0.2275,code,sql_with_comments,72
0.5909,5.595,0.3966,0.2617,0.0,0.2747,0.8354,0.8562,0.0,0.2168,0.0447,0.0895,0.0699,0.1315,0.0,0.2396,0.0,0.1791,code,sql_with_comments,70
0.5205,4.8931,0.0102,0.0,0.004,0.1832,0.7475,0.8212,0.366,0.0421,0.1726,0.1959,0.6339,0.1805,0.0,0.0585,0.0178,0.3735,code,toml_config,40
0.8315,4.9124,0.0,0.0,0.173,0.4081,0.7575,0.792,0.33,0.0,0.0,0.0276,0.6658,0.0916,0.06,0.0,0.1845,0.5098,code,toml_config,38
0.8006,4.857,0.0,0.1724,0.0474,0.0265,0.8405,0.8077,0.1802,0.0847,0.2982,0.0014,0.8215,0.0795,0.0249,0.0213,0.2724,0.3555,code,toml_config,36
0.9999,5.1661,0.0,0.0879,0.0217,0.0433,0.6186,0.8594,0.0353,0.1404,0.0,0.0,0.8332,0.0896,0.0,0.0,0.0366,0.2845,code,toml_config,39
1.0908,4.7492,0.0,0.0,0.0,0.2507,0.6741,0.7205,0.3484,0.0,0.0,0.0078,0.7391,0.2484,0.1594,0.0,0.0775,0.4046,code,toml_config,36
0.8598,5.0515,0.1507,0.0,0.0899,0.0292,0.6303,1.007,0.0,0.2125,0.1279,0.1432,0.6862,0.284,0.0,0.0808,0.0,0.4059,code,toml_config,45
0.9926,4.9608,0.0,0.081,0.0,0.1257,0.6611,0.7367,0.1851,0.025,0.0,0.0,0.5217,0.1093,0.0,0.0,0.0,0.6162,code,toml_config,39
0.9478,4.8179,0.0492,0.0,0.0,0.0009,0.8104,1.0582,0.4398,0.0,0.0,0.0204,0.6514,0.0988,0.0,0.0989,0.0154,0.165,code,toml_config,41
0.8504,4.6453,0.0,0.033,0.0,0.1244,0.5777,0.8707,0.3178,0.0994,0.1667,0.1422,0.7386,0.0164,0.1407,0.1295,0.0,0.3859,code,toml_config,41
0.8767,4.8337,0.0916,0.0,0.0,0.3062,0.7403,0.8957,0.0753,0.0,0.0,0.0,0.7073,0.0837,0.1688,0.0326,0.031,0.3467,code,toml_config,37
1.0427,4.9423,0.0216,0.0,0.0,0.0602,1.0757,1.1127,0.2318,0.3115,0.0,0.0321,0.9504,0.0,0.0,0.2341,0.2895,0.4332,code,toml_config,39
0.997,4.8725,0.065,0.1042,0.0097,0.1833,0.4929,0.9492,0.2551,0.0,0.2425,0.1587,0.7855,0.0,0.0,0.0,0.1559,0.3711,code,toml_config,30
0.8877,4.8541,0.0756,0.0,0.0,0.1476,0.7936,0.8349,0.1531,0.3721,0.0,0.0,0.5975,0.2008,0.0,0.0,0.0,0.3164,code,toml_config,32
0.6874,4.8326,0.0,0.0,0.0,0.1466,0.8547,1.0571,0.123,0.0,0.0,0.0957,0.564,0.1929,0.0792,0.0,0.0,0.5424,code,toml_config,45
0.7854,4.7901,0.0419,0.0,0.0247,0.0546,1.1954,0.6671,0.0617,0.0268,0.0673,0.0,0.7146,0.1119,0.0493,0.0295,0.0133,0.5974,code,toml_config,30
0.7216,4.855,0.2444,0.0,0.1817,0.0972,0.7608,0.8619,0.011,0.0362,0.0887,0.0,0.4431,0.1402,0.0174,0.1994,0.0503,0.2529,code,toml_with_comments,50
0.6552,4.881,0.0,0.0,0.06,0.0256,0.6177,0.8564,0.1211,0.1396,0.115,0.0514,0.6109,0.0,0.0,0.1237,0.0217,0.2375,code,toml_with_comments,55
0.7819,4.9964,0.0699,0.0,0.0,0.2526,0.8418,0.8948,0.0,0.1284,0.0,0.0,0.5251,0.0,0.0,0.0,0.1827,0.3187,code,toml_with_comments,50
0.8486,4.7665,0.096,0.2286,0.0,0.023,0.769,0.8212,0.1835,0.0387,0.0,0.0,0.7085,0.0,0.0,0.1776,0.1076,0.3097,code,toml_with_comments,50
0.7378,4.8764,0.0159,0.1292,0.0,0.2377,0.9486,0.6719,0.0,0.0963,0.0,0.1818,0.7025,0.0,0.0,0.0,0.0,0.2581,code,toml_with_comments,60
0.9194,4.8715,0.1856,0.1705,0.0917,0.2131,0.7412,0.6717,0.1168,0.1498,0.0626,0.181,0.5461,0.0745,0.0,0.2395,0.0,0.3025,code,toml_with_comments,49
0.9985,4.8785,0.0,0.0,0.0,0.1223,0.79,0.8671,0.0,0.1021,0.0,0.1257,0.575,0.0309,0.0197,0.059,0.0615,0.3042,code,toml_with_comments,38
0.7901,4.8605,0.1496,0.1056,0.0,0.1391,0.7452,1.0206,0.0,0.0434,0.1493,0.0,0.5702,0.0,0.0,0.3297,0.0,0.2525,code,toml_with_comments,60
0.479,4.8028,0.0,0.0949,0.0,0.0779,0.978,0.7748,0.1764,0.0666,0.0676,0.0,0.6975,0.0561,0.1635,0.2694,0.1371,0.2578,code,toml_with_comments,51
0.8875,4.9418,0.0,0.0,0.0321,0.0646,0.7575,0.971,0.2489,0.128,0.0,0.2045,0.6732,0.0,0.0,0.1288,0.0,0.1798,code,toml_with_comments,45
0.8612,4.7178,0.068,0.0,0.0316,0.2946,0.4879,0.946,0.0943,0.0339,0.0336,0.0863,0.8936,0.0633,0.164,0.3426,0.1547,0.0,code,toml_with_comments,54
0.8285,4.9055,0.0,0.0,0.0,0.0622,0.872,1.006,0.2011,0.0749,0.0803,0.1807,0.4791,0.2056,0.0,0.1245,0.0,0.3882,code,toml_with_comments,55
0.5834,3.9122,0.8083,0.2757,0.0722,0.0,0.8678,1.0025,0.7274,0.0563,0.0001,0.0,0.6279,0.0,0.0,0.1143,0.0,0.6526,code,yaml_config,44
0.5208,3.8197,0.9431,0.0,0.1746,0.0,0.8403,1.0754,0.604,0.1401,0.1148,0.104,0.5781,0.1359,0.0,0.016,0.1413,0.4382,code,yaml_config,46
0.5907,3.7276,0.7739,0.0,0.0,0.0,0.7842,0.8934,0.7084,0.0,0.0871,0.1133,0.4855,0.0625,0.0,0.0,0.0331,0.3935,code,yaml_config,44
0.5019,3.8954,0.8081,0.0574,0.0,0.1119,0.8156,0.9232,0.6275,0.0,0.0,0.1188,0.7317,0.0,0.0347,0.0,0.2626,0.4832,code,yaml_config,40
0.5698,3.9397,0.6526,0.0,0.0455,0.04,0.9175,0.9722,0.7914,0.0,0.0,0.0,0.6169,0.2612,0.0,0.2188,0.0,0.3368,code,yaml_config,46
0.5343,3.9098,0.6929,0.003,0.0014,0.0543,0.7016,1.092,0.804,0.0486,0.0,0.0861,0.402,0.0889,0.0,0.0202,0.2069,0.5861,code,yaml_config,43
0.4564,3.8171,0.8924,0.0,0.0,0.0148,0.709,0.9138,0.6801,0.0,0.0,0.0454,0.6501,0.0,0.0984,0.0,0.1184,0.4581,code,yaml_config,42
0.3696,3.9055,0.9602,0.0692,0.0525,0.0269,0.7592,1.1307,0.5201,0.0652,0.0,0.0889,0.4766,0.0,0.0,0.0,0.088,0.5857,code,yaml_config,38
0.5672,3.9078,0.7158,0.0802,0.0,0.0783,0.9585,1.1494,0.6356,0.0,0.1647,0.1685,0.5876,0.0231,0.0,0.0,0.0416,0.607,code,yaml_config,46
0.5153,3.9206,0.9468,0.0,0.0634,0.0,0.876,1.1173,0.8739,0.0614,0.1137,0.0852,0.5353,0.0,0.0,0.0,0.0,0.5496,code,yaml_config,49
0.475,3.8251,0.7653,0.0,0.0155,0.0,1.0434,0.9167,0.9792,0.0,0.0,0.0499,0.5249,0.0437,0.0,0.0,0.1674,0.353,code,yaml_config,36
0.482,3.9754,0.8046,0.0763,0.0,0.27,1.0082,1.0752,0.5738,0.1044,0.0156,0.0,0.5981,0.02,0.3961,0.0,0.1533,0.469,code,yaml_config,43
0.4481,4.0949,0.7127,0.1895,0.0067,0.1766,1.024,0.9983,0.8421,0.0,0.162,0.0,0.5593,0.0,0.0598,0.0,0.0,0.6797,code,yaml_config,47
0.5526,3.9924,0.9478,0.0,0.0809,0.0,0.8015,0.9621,0.6372,0.1176,0.0,0.0,0.6197,0.0,0.0,0.0,0.1149,0.5477,code,yaml_config,47
0.34,3.8397,0.819,0.0,0.1313,0.0,0.8864,0.9482,0.5575,0.0,0.0,0.0808,0.5665,0.077,0.0,0.0,0.0,0.7043,code,yaml_nested,60
0.4098,3.7677,0.778,0.1467,0.0004,0.0,0.7314,0.9837,0.7126,0.0073,0.0802,0.0,0.6091,0.1152,0.1468,0.0731,0.0836,0.5198,code,yaml_nested,77
0.4274,3.8553,1.0469,0.1296,0.0,0.1986,0.8446,0.7762,0.5415,0.0878,0.0,0.0369,0.5016,0.189,0.0822,0.0,0.0406,0.7481,code,yaml_nested,66
0.422,3.7672,0.7861,0.1238,0.0,0.0,0.73,1.1433,0.7884,0.0,0.0,0.0,0.507,0.0534,0.0382,0.0522,0.1758,0.7204,code,yaml_nested,81
0.4771,4.0631,0.7257,0.0,0.0,0.1577,0.8244,1.0073,0.6665,0.1246,0.0,0.1812,0.5104,0.0365,0.0,0.0,0.0519,0.5957,code,yaml_nested,64
0.3574,3.9163,0.8376,0.092,0.0,0.1255,0.7702,0.9176,0.797,0.0,0.0578,0.0,0.5541,0.0,0.0899,0.0341,0.0844,0.5033,code,yaml_nested,66
0.2618,3.7564,0.9347,0.0123,0.0313,0.0,0.7414,0.8977,0.6459,0.1811,0.0,0.1196,0.6114,0.0,0.0,0.0014,0.0573,0.6902,code,yaml_nested,75
0.2862,3.8851,0.8211,0.0,0.0876,0.0502,1.1842,1.1034,0.6124,0.0848,0.0,0.1135,0.6279,0.0,0.0688,0.1959,0.1743,0.7679,code,yaml_nested,73
0.6254,3.9707,0.9232,0.0,0.0,0.0,0.8653,0.8951,0.3614,0.0,0.1198,0.0,0.6851,0.0,0.218,0.0,0.1968,0.5452,code,yaml_nested,74
0.2571,3.8701,0.8743,0.0,0.08,0.1971,0.8055,0.9465,0.4267,0.0,0.1236,0.0,0.6284,0.0,0.1396,0.1806,0.0,0.4944,code,yaml_nested,67
0.4332,3.8875,0.7799,0.0465,0.073,0.0133,0.7013,0.9194,0.5484,0.0043,0.0885,0.032,0.5992,0.0,0.013,0.0,0.0,0.5204,code,yaml_nested,84
0.552,3.7868,0.971,0.0,0.164,0.0939,0.9837,0.8512,0.675,0.0,0.0722,0.0,0.6377,0.0,0.0649,0.0137,0.0908,0.5814,code,yaml_nested,78
0.3787,3.3482,0.0,0.0034,0.0,0.0,0.5114,0.5943,0.959,0.0555,0.0,0.0,0.0,0.0907,0.0,0.0733,0.0,0.8823,artifact,ocr_garbage,94
0.0458,3.4169,0.169,0.1257,0.0356,0.2378,0.5021,0.3994,0.8502,0.0,0.0,0.217,0.0,0.02,0.0,0.0,0.1798,0.9335,artifact,ocr_garbage,85
0.0676,3.1473,0.0355,0.0343,0.057,0.0304,0.6077,0.2615,1.0615,0.0374,0.0138,0.0,0.0,0.0,0.0,0.0,0.1912,0.9202,artifact,ocr_garbage,79
0.2345,3.3131,0.145,0.0,0.1811,0.1279,0.3742,0.3769,0.8236,0.2742,0.0,0.0,0.106,0.1095,0.0521,0.0,0.0456,0.9773,artifact,ocr_garbage,58
0.309,3.5795,0.0,0.0882,0.0,0.0,0.5711,0.4895,0.8237,0.0,0.0,0.0407,0.0,0.1359,0.0,0.0163,0.097,0.9568,artifact,ocr_garbage,83
0.1601,3.455,0.0,0.0,0.008,0.0,0.4926,0.4088,0.9187,0.2367,0.0,0.0,0.1937,0.0026,0.0,0.0,0.0947,0.9556,artifact,ocr_garbage,84
0.0,3.4564,0.0,0.0,0.1264,0.0,0.5049,0.3825,0.7682,0.1775,0.0,0.0,0.0,0.0675,0.0137,0.0,0.0,0.9468,artifact,ocr_garbage,71
0.2345,3.3391,0.175,0.0,0.0,0.0,0.6371,0.3502,1.2009,0.034,0.0645,0.2157,0.0,0.1073,0.0155,0.0,0.0,0.8409,artifact,ocr_garbage,79
0.1956,3.2765,0.1351,0.0807,0.0,0.0253,0.4426,0.3514,1.2097,0.0,0.3433,0.0408,0.0,0.0701,0.2177,0.0,0.0,1.0101,artifact,ocr_garbage,67
0.2568,3.3269,0.1188,0.1628,0.0,0.0616,0.4497,0.424,1.1006,0.1182,0.022,0.0,0.0825,0.0,0.1079,0.032,0.1728,1.1017,artifact,ocr_garbage,68
0.1233,3.4714,0.1767,0.0285,0.0,0.0153,0.4336,0.4052,1.1523,0.0547,0.1331,0.0662,0.0907,0.2588,0.1312,0.0,0.0,0.7259,artifact,ocr_garbage,80
0.0123,3.1819,0.0899,0.1809,0.2321,0.142,0.27,0.5321,0.9285,0.2755,0.0,0.0,0.0,0.0,0.0,0.0,0.1447,1.0704,artifact,ocr_garbage,66
0.263,3.2894,0.1691,0.0,0.0,0.0,0.487,0.4723,0.998,0.0,0.0551,0.0,0.0,0.0789,0.0692,0.1262,0.2585,0.9493,artifact,ocr_garbage,80
0.3947,3.4484,0.0,0.0,0.0,0.1315,0.4586,0.5704,0.9373,0.0,0.0198,0.0042,0.0,0.0,0.0,0.0754,0.0674,0.8795,artifact,ocr_garbage,81
0.992,5.1126,0.0,0.0,0.2628,0.2524,0.872,0.7432,0.0321,0.0972,0.0439,0.0311,0.0,0.1635,0.0935,0.136,0.2084,0.6144,prose,latex,48
0.7326,5.1442,0.0,0.1011,0.0,0.436,0.5999,0.7124,0.0,0.2066,0.0028,0.0,0.1447,0.0,0.0557,0.0,0.0,0.4128,prose,latex,53
0.9421,5.0729,0.0708,0.0,0.148,0.3646,0.934,0.7099,0.2323,0.4082,0.0,0.0,0.1208,0.0,0.0,0.09,0.0,0.74,prose,latex,49
0.7846,5.0065,0.0511,0.073,0.0552,0.3252,0.8667,0.5821,0.1273,0.1256,0.0,0.3024,0.1773,0.1057,0.0,0.0275,0.0945,0.5004,prose,latex,51
0.8918,4.9297,0.0,0.0,0.1073,0.0051,0.8716,0.8868,0.3722,0.1142,0.0253,0.0,0.1858,0.0,0.1396,0.0,0.0,0.1686,prose,latex,48
1.0502,5.1868,0.0,0.0,0.1228,0.2888,0.8652,0.5729,0.1924,0.1884,0.0,0.0,0.2609,0.1224,0.0,0.1565,0.0715,0.51,prose,latex,47
0.8763,4.9216,0.0359,0.0,0.1389,0.461,0.9135,0.6686,0.0,0.2319,0.0,0.1287,0.086,0.0,0.0,0.0,0.0,0.2773,prose,latex,54
0.843,5.0535,0.0384,0.0895,0.0643,0.3823,0.7297,0.7488,0.2389,0.1516,0.2191,0.174,0.1712,0.0,0.0017,0.0559,0.0175,0.3495,prose,latex,56
0.8589,5.3677,0.0383,0.0313,0.0,0.2332,0.7969,0.6507,0.1906,0.2926,0.0,0.1258,0.0442,0.1489,0.1954,0.0,0.0093,0.3228,prose,latex,48
1.0111,4.9291,0.0,0.0,0.0,0.2953,0.8144,0.6156,0.0997,0.2082,0.0,0.1616,0.1904,0.0185,0.1141,0.044,0.1182,0.2931,prose,latex,50
1.0016,4.6903,0.0,0.1351,0.0,0.2688,0.8843,0.8811,0.2762,0.0355,0.0,0.0147,0.0,0.0591,0.0,0.0,0.0,0.3974,prose,markdown,49
0.9406,4.9175,0.0,0.0,0.1316,0.3962,0.8981,0.7824,0.1258,0.1874,0.0,0.0,0.1115,0.0226,0.0,0.2417,0.174,0.1976,prose,markdown,55
0.9938,5.0135,0.0,0.0,0.0105,0.5785,0.8969,0.6839,0.0,0.1829,0.037,0.2744,0.127,0.0351,0.0,0.111,0.0557,0.0985,prose,markdown,49
0.9056,4.9454,0.1622,0.0847,0.0,0.0355,0.8438,0.7837,0.0959,0.0,0.0511,0.1482,0.0583,0.0,0.0709,0.0,0.1367,0.3152,prose,markdown,56
1.0996,4.8879,0.0,0.4761,0.0,0.243,0.8026,0.6514,0.0,0.1533,0.0,0.106,0.1643,0.0,0.0,0.0267,0.0,0.4985,prose,markdown,35
1.0119,5.0697,0.0,0.0336,0.0348,0.185,0.9727,0.7405,0.2268,0.2371,0.157,0.0489,0.0455,0.0714,0.154,0.1006,0.0398,0.4237,prose,markdown,59
1.0223,5.0538,0.0,0.0,0.1268,0.2572,0.8951,0.5819,0.0586,0.0,0.0,0.053,0.1623,0.0035,0.0,0.157,0.0,0.3936,prose,markdown,49
0.9093,4.9938,0.064,0.0,0.0,0.1841,0.7197,0.7428,0.0,0.087,0.0885,0.0105,0.4689,0.0,0.0,0.0,0.0,0.259,prose,markdown,45
1.0616,4.8255,0.0474,0.083,0.0768,0.2237,0.9501,0.7514,0.2234,0.1187,0.0,0.0,0.1298,0.0,0.1785,0.0222,0.0,0.1591,prose,markdown,59
0.9566,4.7166,0.0,0.1533,0.2857,0.5136,1.0206,0.6632,0.0208,0.2421,0.0,0.0,0.0302,0.0,0.0,0.1153,0.0426,0.5834,prose,markdown,58
1.1189,4.8775,0.0,0.0712,0.1011,0.1925,0.8596,0.5661,0.2316,0.0774,0.0247,0.0,0.1297,0.0,0.0246,0.2286,0.0757,0.3395,prose,markdown,54
0.9867,5.0923,0.0311,0.0,0.1978,0.4114,0.9223,0.6299,0.009,0.1503,0.0,0.1868,0.0,0.0005,0.221,0.0413,0.0561,0.1498,prose,markdown,54
0.8263,4.9579,0.0,0.0535,0.0331,0.1851,0.767,0.8872,0.2093,0.1117,0.1701,0.1496,0.0,0.0501,0.1539,0.0884,0.0,0.2793,prose,markdown,58
1.0488,4.7758,0.0243,0.1194,0.0,0.503,0.959,0.6345,0.1136,0.1342,0.0,0.1501,0.1415,0.0,0.1161,0.1564,0.0,0.1973,prose,markdown,55
0.6807,4.6678,0.2113,0.0,0.1129,0.1901,0.8016,0.6187,0.1262,0.202,0.2026,0.0,0.0,0.0057,0.1065,0.1999,0.0,0.2593,prose,markdown_with_tables,56
0.9876,4.7654,0.0,0.0343,0.1422,0.1957,0.5593,0.989,0.1091,0.0,0.0045,0.1053,0.1116,0.3132,0.0987,0.0,0.2257,0.3063,prose,markdown_with_tables,48
0.6914,4.7976,0.0,0.1439,0.252,0.1876,0.7466,0.7808,0.024,0.0826,0.0219,0.0709,0.0845,0.0415,0.0,0.0231,0.0,0.2222,prose,markdown_with_tables,53
0.9149,5.0013,0.0516,0.0,0.0,0.2729,0.9771,0.6607,0.0,0.0976,0.092,0.0369,0.1973,0.0151,0.1187,0.0,0.0,0.2283,prose,markdown_with_tables,57
0.8952,4.9636,0.038,0.0875,0.0,0.247,0.9867,0.475,0.0,0.0296,0.0,0.0567,0.1528,0.1597,0.0276,0.1592,0.1661,0.1589,prose,markdown_with_tables,55
0.7184,4.7549,0.1732,0.0,0.0,0.375,0.9105,0.9344,0.0597,0.0142,0.1012,0.0,0.0007,0.255,0.0,0.0,0.1306,0.3268,prose,markdown_with_tables,58
1.0163,4.9838,0.0,0.0,0.0,0.1404,0.7873,0.8211,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1152,0.0,0.213,prose,markdown_with_tables,51
0.4983,4.5823,0.2082,0.0,0.0,0.1365,0.7457,0.8157,0.0,0.0,0.2652,0.3653,0.0855,0.0,0.0,0.0,0.1058,0.3899,prose,markdown_with_tables,59
0.8972,4.888,0.2168,0.0308,0.301,0.2563,0.9924,0.6853,0.1773,0.0323,0.0953,0.0077,0.0,0.0006,0.1575,0.0543,0.0,0.3744,prose,markdown_with_tables,54
0.7357,4.8807,0.0735,0.0,0.1032,0.4124,0.9021,0.8093,0.0802,0.1747,0.0,0.0,0.0,0.0212,0.0,0.0,0.0,0.3424,prose,markdown_with_tables,50
0.7498,4.947,0.0,0.2514,0.0,0.0178,0.7249,0.5923,0.0,0.0,0.0,0.2102,0.0138,0.0,0.0823,0.1782,0.0,0.081,prose,markdown_with_tables,58
0.3697,4.7046,0.0018,0.0,0.1878,0.4946,0.9616,0.7075,0.0,0.0,0.0847,0.0278,0.0,0.0595,0.0793,0.0,0.0577,0.3251,prose,simple,12
0.3513,4.4768,0.041,0.1897,0.0,0.191,0.91,0.9149,0.0,0.0,0.0568,0.0,0.0541,0.0405,0.0,0.0,0.0,0.2654,prose,simple,12
0.4716,4.1828,0.0,0.0923,0.0227,0.1108,1.0954,0.8965,0.0526,0.0,0.0773,0.1035,0.0,0.0,0.081,0.0028,0.0565,0.3895,prose,simple,12
0.4887,4.5513,0.1206,0.1278,0.0,0.1022,0.8414,0.7728,0.0,0.0888,0.0889,0.1303,0.1494,0.2011,0.0,0.0,0.1225,0.163,prose,simple,12
0.3745,4.2834,0.0,0.0,0.0,0.2283,0.9565,0.967,0.0,0.0,0.1096,0.0,0.0,0.0,0.0775,0.196,0.0,0.1859,prose,simple,13
0.4403,4.4842,0.0901,0.053,0.1502,0.2589,0.902,1.0678,0.0,0.0,0.1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,prose,simple,12
0.4925,4.1683,0.2335,0.0,0.3223,0.175,0.9882,1.064,0.0,0.0,0.0,0.0947,0.0,0.0149,0.1398,0.0,0.099,0.1472,prose,simple,10
0.4682,4.2161,0.0,0.0219,0.1654,0.1662,0.9098,0.8104,0.0,0.1354,0.0,0.0,0.1312,0.0,0.0982,0.1615,0.0425,0.2159,prose,simple,12
0.3573,4.2632,0.0104,0.2158,0.366,0.0899,1.0162,0.8079,0.0,0.1167,0.0,0.0225,0.0,0.0957,0.0,0.0244,0.0305,0.076,prose,simple,15
